Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
hemp-oil-shampoo,Hemp oil Shampoo (unscented),"<p>Hemp oil Shampoo is formulated with Hemp Seed oil to:</p>
<ol>
<li>Provide strength and shine to hair;</li>
<li>Keep scalp healthy and hair nourished;</li>
<li>Combat dryness without greasy after-feel;</li>
<li>Deposit Omega fatty acids- one of several building blocks for hair growth and restoration.</li>
</ol>
<p><strong><span lang=""EN"">Ingredients:</span><span lang=""EN""> </span></strong>De-Ionized Spring Water, Alkyl Polyglucosides, Cocomidopropyl Betaine, Sodium Cocoamphoacetate, Cannabis Sativa (Hemp) Seed Oil, <span lang=""EN"">Persea Gratissima (Avocado) Oil</span><span lang=""EN""> </span>Sodium Chloride (salt), Vegetable Glycerine, Panthanol (Pro Vitamin B 5),Salix Alba (White Willow) Bark Extract, Chamomilla Recutita (Matricaria) Flower Extract (Chamomile), Sambucus Nigra (Elder) Flower Extract</p>",All Naturals Cosmetics,Bulk-Shampoos & Conditioners,"Bulk-Shampoos & Conditioners, Spas & Salons",true,Size,50lbs,,,,,,,deny,manual,225.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/hemp-oil-shampoo_50-1.jpg,1,Hemp oil Shampoo (unscented),active
hemp-oil-shampoo,,,,,,,,25lbs,,,,,,,deny,manual,135.00,,true,true,,,,
hemp-oil-shampoo,,,,,,,,Gallon,,,,,,,deny,manual,95.00,,true,true,,,,
shea-butter-leave-in-conditioner-2,Shea Butter Leave in Conditioner,"<p><span lang=""EN"">Our Shea Butter Leave-In Conditioner is loaded with moisture rich ingredients to:</span></p>
<ol>
<li><span lang=""EN"">Protect your hair from environmental stressors;</span></li>
<li>Deter hair frizz and split ends and leave hair silky, soft and shiny;</li>
<li>Moisturize and prevent dryness;</li>
<li>Restore moisture to damaged, dry hair;</li>
<li>Recondition, revitalize, strengthen and rejuvenate the look and texture of  hair;</li>
<li>Reduce flaky build-up or residue;</li>
<li>Deliver intense conditioning and hair fortification without build-up.</li>
</ol>
<p>Blended with Avocado oil, Glycerin and emollient conditioning agents for manageability; it will impart a healthy glow &amp; strength. Simply apply after your hair is rinsed and towel dried, using your fingers or a comb to coat the hair from scalp to tips.</p>
<p><strong>The Direction for Use:</strong><strong> </strong>After shampooing with your favourite Shampoo, massage Shea Butter treatment conditioner or your preferred conditioner into your scalp and hair, concentrating on the ends and other damaged areas. Rinse thoroughly. Finish with the Shea butter leave-in conditioner. For extremely damaged hair, leave the Shea Butter Treatment Conditioner on for 30 minutes before rinsing off.</p>
<p><strong>Ingredients: </strong>Aqua, Butyrospermum Parkii(organic Shea Butter), Stearyl Alcohol, Capric/Caprillic Triglyceride, Glucerin, Emulsifying Wax NF, Argania Spinosa (Argan) Kernel oil, Polyquaternium-10,  Glycerin, Capric/Caprillic Triglyceride, Ricinus communis (Castor) oil, Guar Gum, Citrus Grandis(Grapefruit) Seed oil, Tocopherol (Vitamin E), Mentha Piperita, Sodium Benzoate, Potassium Sorbate</p>",All Naturals Cosmetics,Bulk-Shampoos & Conditioners,"Bulk-Shampoos & Conditioners, Spas & Salons",true,Size,50lbs,,,,,,,deny,manual,350.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/shea-butter-leave-in-conditioner_50.jpg,1,Shea Butter Leave in Conditioner,active
shea-butter-leave-in-conditioner-2,,,,,,,,25lbs,,,,,,,deny,manual,200.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/bulk-shampoos-amp-conditioners/Shea-Butter-Leave-in-Conditioner_50.jpg,2,Shea Butter Leave in Conditioner,
shea-butter-leave-in-conditioner-2,,,,,,,,Gallon,,,,,,,deny,manual,132.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/bulk-shampoos-amp-conditioners/Shea-Butter-Leave-in-Conditioner_25.jpg,3,Shea Butter Leave in Conditioner,
shea-butter-treatment-conditioner-2,Shea Butter Treatment Conditioner,"<p><span lang=""EN"">Shea &#8220;All Naturals&#8221; Shea Butter Treatment Conditioner is an ultra-rich intensive treatment that helps to smooth frizz and seal in moisture while protecting your hair from environmental stressors/pollutants.  Lightly minted, it opens pores to allow plant-derived treatment penetration to hair, deep conditions, pampers, provides growth advantage, and fortifies hair from root to tip. Castor Oil is known for its anti-frizz and hair thickening properties, leaving hair smoother, tangle-free, and fuller. Protein infuses strength to the hair shaft and Shea Butter moisturizes keeping your hair healthy and lush.</span></p>
<p><strong>Purpose:</strong></p>
<ol>
<li>To restore moisture and <span lang=""EN"">shield against the damaging effects of heat styling and over-processing;</span></li>
<li>Invigorating hair and scalp treatment <span lang=""EN"">for amazingly beautiful hair growth.</span></li>
</ol>
<p><strong>Hair Types:</strong> All hair types and textures (curly, wave, kinky, natural, chemically-treated, and colored).</p>
<p><strong>Hair Conditions:</strong> Dry, damaged, brittle, breaking, split ends, healthy</p>
<p><strong>Product Texture:</strong> Creamy</p>
<p><strong>Aroma:</strong> Peppermint essential oil</p>
<p><strong>What it does not contain:</strong> <strong>No</strong> paraben, mineral oil, petrolatum, sulfates, phthalates, dyes, silicone, and gluten. Non-comedogenic,<strong> Not</strong> tested on animals.</p>
<p><strong>The Direction for Use</strong>: After shampooing, squeeze out excess water. Then massage into your hair, concentrating on the ends, other damaged areas, and scalp. Rinse out. For damaged hair, leave on hair for 10-20 minutes with a heat cap on (depending on the extent of hair damage). Rinse thoroughly.</p>
<p><strong>Ingredients:</strong> De-Ionized Water, <span lang=""EN"">Aqua, Cetyl Alcohol, Simmondsia Chinensis (Jojoba) Seed Oil, Butyrospermum Parkii (Shea Butter), Guar Gum, Hydrolyzed Silk Amino Acids, protein, Castor Isostearate Succinate (Castor) Oil, Vegetable Glycerin,  Aloe Barbadensis Leaf Juice, Chamomilla Recutita (Matricaria) Flower Extract, Castor Isostearate Succinate, Hydrolyzed wheat protein, Lactic Acid, Citric Acid, Peppermint.</span></p>",All Naturals Cosmetics,Bulk-Shampoos & Conditioners,"Bulk-Shampoos & Conditioners, Spas & Salons",true,Size,50lbs,,,,,,,deny,manual,325.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/treatment-conditioner-1.jpg,1,Shea Butter Treatment Conditioner,active
shea-butter-treatment-conditioner-2,,,,,,,,25lbs,,,,,,,deny,manual,185.00,,true,true,,,,
shea-butter-treatment-conditioner-2,,,,,,,,Gallon,,,,,,,deny,manual,115.00,,true,true,,,,
shea-butter-hair-scalp-oil,Shea Butter Hair & Scalp oil,"<p>Our Shea Butter Hair &amp; Scalp oil has no petrolatum or mineral oil and formulated to:</p>
<ol>
<li>Support healthy hair growth;</li>
<li>Reduce hair breakage and split ends;</li>
<li>Reduce scalp and hair dryness;</li>
<li>Condition hair and scalp for fuller, thicker locks.</li>
</ol>
<p>It is good for all hair types, non-comedogenic (will not block pores) and very light</p>
<p><strong>The Directions For Use: </strong>Shampoo and rinse hair well. Follow with Shea Butter Treatment Conditioner or your preferred rinse-out conditioner. Rinse well. You may follow with a leave-in conditioner- we recommend our Shea Butter Leave-in Conditioner, comb through. Complete grooming by applying Shea Butter Hair and Scalp oil to your scalp and massage to the tips of your hair. Style as usual.</p>
<p><strong><span lang=""EN"">INCI </span></strong><strong>Ingredients:</strong> <span lang=""EN"">Glycine Soja (Soybean) oil, Cocos Nucifera (Coconut) oil, Glycine Soja (Soybean) wax, Lanolin, Butyrospermum Parkii, Simmondsia Chinesis (Jojoba) Seed oil, Canibis Sativa (Hemp) Seed oil, Persea Gratissima (Avocado) oil, Ricinus Communis (Castor) oil, Tocopherol (Vitamin E), Theobroma Cocao Butter, Peppermint essential oil</span></p>",All Naturals Cosmetics,"Bulk-Hair, Scalp, Twist and Lock","Bulk-Hair / Scalp / Twist and Lock, Spas & Salons",true,Size,50lbs,,,,,,,deny,manual,450.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/shea-butter-hair-scalp-oil_50.jpg,1,Shea Butter Hair & Scalp oil,active
shea-butter-hair-scalp-oil,,,,,,,,25lbs,,,,,,,deny,manual,265.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/bulk-hair-scalp-twist-and-lock/Shea-Butter-Hair-Scalp-Oil_25.jpg,2,Shea Butter Hair & Scalp oil,
shea-butter-hair-scalp-oil,,,,,,,,8lbs,,,,,,,deny,manual,125.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/bulk-hair-scalp-twist-and-lock/Shea-Butter-Hair-Scalp-Oil_8.jpg,3,Shea Butter Hair & Scalp oil,
shea-butter-hair-scalp-oil-2,Shea Butter Hair & Scalp Oil,"<p>Shea &#8220;All Naturals&#8221; Shea Butter Hair &amp; Scalp Oil is wholesome goodness in a jar. It is very light, easy to apply, and does not clog pores as it does not contain petrolatum or mineral oil. With clean, natural oils as ingredients, this semi-solid oil is formulated with healthy consumers at heart and it provides a healthy environment for hair to grow. Help your hair grow easier- incorporate our non-comedogenic hair oil in your hair care regimen. Once tried, you will not go back!</p>
<p><strong>Purpose:</strong></p>
<ol>
<li>Supports healthy hair growth;</li>
<li>Reduces hair breakage and split ends problems;</li>
<li>Reduces scalp and hair dryness;</li>
<li>Conditions hair and scalp for fuller, thicker locks.</li>
</ol>
<p><strong>Hair Types:</strong> All hair types and textures (curly, wave, kinky, natural, straight, chemically-treated, and colored)</p>
<p><strong>Hair Conditions:</strong> Dry, damaged, brittle, breaking, split ends, healthy</p>
<p><strong>Texture: </strong>Semi-solid but light. Will melt into liquid oil in a very warm environment</p>
<p><strong>Aroma: </strong><span lang=""EN"">Peppermint essential Oil</span></p>
<p><strong>What it does not contain:</strong> Parabens, silicone, petrolatum by-products, harmful preservatives, fragrances</p>
<p><strong>The Directions For Use: </strong>Shampoo and rinse hair well. Follow with Shea Butter Treatment Conditioner or your preferred rinse-out conditioner. Rinse well. You may follow with a leave-in conditioner- we recommend our Shea Butter Leave-in Conditioner, comb through. Complete grooming by applying Shea Butter Hair and Scalp oil to your scalp and massage to the tips of your hair. Style as usual.</p>
<p><strong><span lang=""EN"">INCI </span></strong><strong>Ingredients:</strong> <span lang=""EN"">Glycine Soja (Soybean) Oil, Cocos Nucifera (Coconut) Oil, Glycine Soja (Soybean) wax, Butyrospermum Parkii, Simmondsia Chinesis (Jojoba) Seed Oil, Cera Alba (Beeswax), Cannabis Sativa (Hemp) Seed Oil, Persea Gratissima (Avocado) Oil, Ricinus Communis (Castor) Oil, Tocopherol (Vitamin E), Theobroma Cocao Butter, Aroma</span></p>
<p><strong>Size:</strong> 6oz/170grams</p>",All Naturals Cosmetics,Family Hair Care,"Family Hair Care, Hair oils / Lotions & Sprays",true,Title,Default Title,,,,,,,deny,manual,15.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/sbhco1.jpg,1,Shea Butter Hair & Scalp Oil,active
shea-butter-hair-scalp-oil-2,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sbhco2.jpg,2,Shea Butter Hair & Scalp Oil,
shea-butter-hair-scalp-oil-2,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sbhco3.jpg,3,Shea Butter Hair & Scalp Oil,
shea-butter-hair-scalp-oil-2,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sbhco4.jpg,4,Shea Butter Hair & Scalp Oil,
shea-butter-hair-scalp-oil-2,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sbhco7.jpg,5,Shea Butter Hair & Scalp Oil,
shea-butter-hair-scalp-oil-2,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sbhco6.jpg,6,Shea Butter Hair & Scalp Oil,
shea-butter-hair-scalp-oil-2,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sbhco5.jpg,7,Shea Butter Hair & Scalp Oil,
sandalwood-scrub,Sandalwood Scrub,"<p>Our Sandalwood Body Scrub is made with Sandalwood powder traditionally known to the people of Nigeria as Osun , to:</p>
<ol>
<li>Exfoliate dead, scaly skin;</li>
<li>Reveal softer, clearer, cleaner skin;</li>
<li>Support drying, maturing skin.</li>
<li>fight acne-causing bacteria, soothe sunburn, remove suntan and reduce signs of ageing such as dry skin and wrinkles</li>
</ol>
<p><strong>Directions for use: </strong>Apply the scrub to wet skin and gently massage in circular motion to activate exfoliation. Rinse with lukewarm water and follow with a toner or moisturizer</p>
<p><strong>Ingredients:</strong> De-Ionized Water, Sucrose, Sodium Chloride (salt), Santalum Album (<em>Sandalwood</em>) powder, Persea Gratissima (Avocado) Oil, Vitis Vinifera (Grapeseed) Oil, Simmondsia Chinensis (Jojoba) Beads, Caprylic/Capric Triglycerides, Vegetable Glycerine, Cannabis Sativa (Hemp) Seed Oil, Pumice Stone, Polysorbate 20, Cetyl Alcohol (Fatty Acid), Emulsifying Wax NF, Citrus aurantifolia (<em>Lime</em>) <em>Oil, Phenoxyethanol</em></p>",All Naturals Cosmetics,Bulk-Bath & Body,"Bulk-Bath & Body, Family Body Care, Scrubs, Spas & Salons",true,Size,50,,,,,,,deny,manual,270.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/sandalwood-body-scrub_50.png,1,Sandalwood Scrub,active
sandalwood-scrub,,,,,,,,25,,,,,,,deny,manual,160.00,,true,true,,,,
sandalwood-scrub,,,,,,,,8.8,,,,,,,deny,manual,85.00,,true,true,,,,
skin-renewal-facial-cream-2,Skin Renewal Facial Cream,"<p>Our skin renewal facial cream is all-natural and made to smooth the look of lines and wrinkles while improving uneven skin tones as well as skin elasticity. Made with Dulse seaweed active components, it possesses amazing minerals, vitamins, antioxidants, and fatty acids to calm, moisturize and repair your skin. Shea &#8220;All Naturals&#8221; Skin Renewal Facial Cream is made for both the young and the matured and can be used both day and night times.</p>
<p><strong>Purpose:</strong></p>
<ol>
<li>To visibly reduce early signs of aging;</li>
<li>To replenish lost moisture;</li>
<li>To rejuvenate the skin;</li>
<li>To relax facial muscles and reduce the appearance of lines and wrinkles.</li>
</ol>
<p><strong>Skin Conditions: </strong>Sensitive, Normal, Dry, Oily</p>
<p><strong>Skin Age:</strong> All ages</p>
<p><strong>Product Texture:</strong> Creamy</p>
<p><strong>Aroma:</strong> Hybiscus</p>
<p><strong>What it does not contain: </strong>Parabens, harmful preservatives, mineral oil, paraffin, petrolatum.</p>
<p><strong>The Direction for Use: </strong>Wash with our Shea Butter Facial Wash or your preferred facial wash. Pat dry and apply a pea-sized portion of the skin renewal facial cream all over the face concentrating more around the eye and mouth area.</p>
<p><strong>Ingredients:</strong><br />
Water/Aqua, Butyrospermum Parkii (Organic Shea Butter), Cocoa Butter, Emulsifying Wax NF, Stearic Acid, Olive Oil, Glyceryl Stearate, Palmitoyl Pentapeptide-4 (Matrixyl- Dulce Sea Weed derived), Tocopherol (Vitamin E), Hydroxypropyl Cellulose (sugar derived), Aloe Vera leaf juice, Potassium Sorbate, Grapefruit Seed Extract, Grape Seed Oil, Hybiscus</p>",All Naturals Cosmetics,Bulk- Face Care,Bulk- Face Care,true,Size,50lbs,,,,,,,deny,manual,650.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/skin-renewal-facial-cream_50.jpg,1,Skin Renewal Facial Cream,active
skin-renewal-facial-cream-2,,,,,,,,25lbs,,,,,,,deny,manual,400.00,,true,true,,,,
skin-renewal-facial-cream-2,,,,,,,,8.8lbs,,,,,,,deny,manual,250.00,,true,true,,,,
blemish-free-facial-toner,Blemish-Free Facial Toner,"<p>Our Blemish Free Facial Toner is made with Willow Bark Extract and penetrates pores to:</p>
<ol>
<li>Reduce acne &amp; acne blemishes;</li>
<li>Remove lingering traces of cleansers, residual dirt, oil, and make-up;</li>
<li>Rejuvenate the skin;</li>
<li>Tighten pores and give a healthy, glowing complexion.</li>
</ol>
<p><strong>The Direction for Use: </strong>Use on face and neck as a mist, with a cotton pad or apply with your hand. For external use only and avoid direct eye contact.</p>
<p><strong><span lang=""EN"">Ingredients:</span></strong><em><span lang=""EN""> </span></em>De-Ionized Water, Tea Tree Floral Water, Hamamelis Virginiana (<em>Witch Hazel</em>) leaf extract, Polysorbate 20, Vegetable Glycerin, Aloe Barbadensis (Aloe Vera) Leaf Juice.</p>",All Naturals Cosmetics,Bulk- Face Care,"Bulk- Face Care, Spas & Salons",true,Size,50lbs,,,,,,,deny,manual,175.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/Blemish-Free-Facial-Toner.png,1,Blemish-Free Facial Toner,active
blemish-free-facial-toner,,,,,,,,25lbs,,,,,,,deny,manual,100.00,,true,true,,,,
blemish-free-facial-toner,,,,,,,,Gallon,,,,,,,deny,manual,55.00,,true,true,,,,
